abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"RIOMILCO","=""10/09/2009 00:00""","55.1","cfs","","","=""10/09/2009 23:45""",
"RIOMILCO","=""10/10/2009 00:00""","50.7","cfs","","","=""10/10/2009 23:45""",
"RIOMILCO","=""10/11/2009 00:00""","42.1","cfs","","","=""10/11/2009 23:45""",
"RIOMILCO","=""10/12/2009 00:00""","32.9","cfs","","","=""10/12/2009 23:45""",
"RIOMILCO","=""10/13/2009 00:00""","35.3","cfs","","","=""10/13/2009 23:45""",
"RIOMILCO","=""10/14/2009 00:00""","53.1","cfs","","","=""10/14/2009 23:45""",
"RIOMILCO","=""10/15/2009 00:00""","51.3","cfs","","","=""10/15/2009 23:45""",
"RIOMILCO","=""10/16/2009 00:00""","40.2","cfs","","","=""10/16/2009 23:45""",
"RIOMILCO","=""10/17/2009 00:00""","41.7","cfs","","","=""10/17/2009 23:45""",
"RIOMILCO","=""10/18/2009 00:00""","49.1","cfs","","","=""10/18/2009 23:45""",
"RIOMILCO","=""10/19/2009 00:00""","51.6","cfs","","","=""10/19/2009 23:45""",
"RIOMILCO","=""10/20/2009 00:00""","56.2","cfs","","","=""10/20/2009 23:45""",
"RIOMILCO","=""10/21/2009 00:00""","57.8","cfs","","","=""10/21/2009 23:45""",
"RIOMILCO","=""10/22/2009 00:00""","56.9","cfs","","","=""10/22/2009 23:45""",
"RIOMILCO","=""10/23/2009 00:00""","44.1","cfs","","","=""10/23/2009 23:45""",
"RIOMILCO","=""10/24/2009 00:00""","32.9","cfs","","","=""10/24/2009 23:45""",
"RIOMILCO","=""10/25/2009 00:00""","33.6","cfs","","","=""10/25/2009 23:45""",
"RIOMILCO","=""10/26/2009 00:00""","35.8","cfs","","","=""10/26/2009 23:45""",
"RIOMILCO","=""10/27/2009 00:00""","35.8","cfs","","","=""10/27/2009 23:45""",
"RIOMILCO","=""10/28/2009 00:00""","35.9","cfs","","","=""10/28/2009 23:45""",
"RIOMILCO","=""10/29/2009 00:00""","35.6","cfs","","","=""10/29/2009 23:45""",
"RIOMILCO","=""10/30/2009 00:00""","31","cfs","","","=""10/30/2009 23:45""",
"RIOMILCO","=""10/31/2009 00:00""","28.1","cfs","","","=""10/31/2009 23:45""",
"RIOMILCO","=""11/01/2009 00:00""","30.6","cfs","","","=""11/01/2009 23:45""",
"RIOMILCO","=""11/02/2009 00:00""","32.3","cfs","","","=""11/02/2009 23:45""",
"RIOMILCO","=""11/03/2009 00:00""","41.4","cfs","","","=""11/03/2009 23:45""",
"RIOMILCO","=""11/04/2009 00:00""","44.6","cfs","","","=""11/04/2009 23:45""",
"RIOMILCO","=""11/05/2009 00:00""","43","cfs","","","=""11/05/2009 23:45""",
"RIOMILCO","=""11/06/2009 00:00""","18.7","cfs","","","=""11/06/2009 23:45""",
"RIOMILCO","=""11/07/2009 00:00""","6","cfs","","","=""11/07/2009 23:45""",
"RIOMILCO","=""11/08/2009 00:00""","6","cfs","","","=""11/08/2009 23:45""",
"RIOMILCO","=""11/09/2009 00:00""","4.18","cfs","","","=""11/09/2009 23:45""",
"RIOMILCO","=""11/10/2009 00:00""","2.35","cfs","","","=""11/10/2009 23:45""",
"RIOMILCO","=""11/11/2009 00:00""","2.35","cfs","","","=""11/11/2009 23:45""",
"RIOMILCO","=""11/12/2009 00:00""","2.35","cfs","","","=""11/12/2009 23:45""",
"RIOMILCO","=""11/13/2009 00:00""","2.35","cfs","","","=""11/13/2009 23:45""",
"RIOMILCO","=""11/14/2009 00:00""","2.35","cfs","","","=""11/14/2009 23:45""",
"RIOMILCO","=""11/15/2009 00:00""","2.35","cfs","","","=""11/15/2009 23:45""",
"RIOMILCO","=""11/16/2009 00:00""","2.35","cfs","","","=""11/16/2009 23:45""",
"RIOMILCO","=""11/17/2009 00:00""","2.35","cfs","","","=""11/17/2009 23:45""",
"RIOMILCO","=""11/18/2009 00:00""","2.35","cfs","","","=""11/18/2009 23:45""",
"RIOMILCO","=""11/19/2009 00:00""","2.35","cfs","","","=""11/19/2009 23:45""",
"RIOMILCO","=""11/20/2009 00:00""","2.35","cfs","","","=""11/20/2009 23:45""",
"RIOMILCO","=""11/21/2009 00:00""","2.35","cfs","","","=""11/21/2009 23:45""",
"RIOMILCO","=""11/22/2009 00:00""","2.35","cfs","","","=""11/22/2009 23:45""",
"RIOMILCO","=""11/23/2009 00:00""","2.35","cfs","","","=""11/23/2009 23:45""",
"RIOMILCO","=""11/24/2009 00:00""","2.35","cfs","","","=""11/24/2009 23:45""",
"RIOMILCO","=""11/25/2009 00:00""","2.35","cfs","","","=""11/25/2009 23:45""",
"RIOMILCO","=""11/26/2009 00:00""","2.35","cfs","","","=""11/26/2009 23:45""",
"RIOMILCO","=""11/27/2009 00:00""","2.35","cfs","","","=""11/27/2009 23:45""",
"RIOMILCO","=""11/28/2009 00:00""","2.35","cfs","","","=""11/28/2009 23:45""",
"RIOMILCO","=""11/29/2009 00:00""","2.35","cfs","","","=""11/29/2009 23:45""",
"RIOMILCO","=""11/30/2009 00:00""","2.35","cfs","","","=""11/30/2009 23:45""",
"RIOMILCO","=""12/01/2009 00:00""","2.35","cfs","","","=""12/01/2009 23:45""",
"RIOMILCO","=""12/02/2009 00:00""","2.35","cfs","","","=""12/02/2009 23:45""",
"RIOMILCO","=""12/03/2009 00:00""","2.35","cfs","","","=""12/03/2009 23:45""",
"RIOMILCO","=""12/04/2009 00:00""","2.35","cfs","","","=""12/04/2009 23:45""",
"RIOMILCO","=""12/05/2009 00:00""","2.35","cfs","","","=""12/05/2009 23:45""",
"RIOMILCO","=""12/06/2009 00:00""","2.35","cfs","","","=""12/06/2009 23:45""",
"RIOMILCO","=""12/07/2009 00:00""","2.35","cfs","","","=""12/07/2009 23:45""",
"RIOMILCO","=""12/08/2009 00:00""","2.35","cfs","","","=""12/08/2009 23:45""",
"RIOMILCO","=""12/09/2009 00:00""","2.35","cfs","","","=""12/09/2009 23:45""",
"RIOMILCO","=""12/10/2009 00:00""","2.35","cfs","","","=""12/10/2009 23:45""",
"RIOMILCO","=""12/11/2009 00:00""","2.35","cfs","","","=""12/11/2009 23:45""",
"RIOMILCO","=""12/12/2009 00:00""","2.35","cfs","","","=""12/12/2009 23:45""",
"RIOMILCO","=""12/13/2009 00:00""","2.35","cfs","","","=""12/13/2009 23:45""",
"RIOMILCO","=""12/14/2009 00:00""","2.35","cfs","","","=""12/14/2009 23:45""",
"RIOMILCO","=""12/15/2009 00:00""","2.35","cfs","","","=""12/15/2009 23:45""",
"RIOMILCO","=""12/16/2009 00:00""","2.35","cfs","","","=""12/16/2009 23:45""",
"RIOMILCO","=""12/17/2009 00:00""","2.35","cfs","","","=""12/17/2009 23:45""",
"RIOMILCO","=""12/18/2009 00:00""","2.35","cfs","","","=""12/18/2009 23:45""",
"RIOMILCO","=""12/19/2009 00:00""","2.35","cfs","","","=""12/19/2009 23:45""",
"RIOMILCO","=""12/20/2009 00:00""","2.35","cfs","","","=""12/20/2009 23:45""",
"RIOMILCO","=""12/21/2009 00:00""","2.35","cfs","","","=""12/21/2009 23:45""",
"RIOMILCO","=""12/22/2009 00:00""","2.35","cfs","","","=""12/22/2009 23:45""",
"RIOMILCO","=""12/23/2009 00:00""","2.35","cfs","","","=""12/23/2009 23:45""",
"RIOMILCO","=""12/24/2009 00:00""","2.35","cfs","","","=""12/24/2009 23:45""",
"RIOMILCO","=""12/25/2009 00:00""","2.35","cfs","","","=""12/25/2009 23:45""",
"RIOMILCO","=""12/26/2009 00:00""","2.35","cfs","","","=""12/26/2009 23:45""",
"RIOMILCO","=""12/27/2009 00:00""","2.35","cfs","","","=""12/27/2009 23:45""",
"RIOMILCO","=""12/28/2009 00:00""","2.35","cfs","","","=""12/28/2009 23:45""",
"RIOMILCO","=""12/29/2009 00:00""","2.35","cfs","","","=""12/29/2009 23:45""",
"RIOMILCO","=""12/30/2009 00:00""","2.35","cfs","","","=""12/30/2009 23:45""",
"RIOMILCO","=""12/31/2009 00:00""","2.35","cfs","","","=""12/31/2009 23:45""",
"RIOMILCO","=""01/01/2010 00:00""","2.35","cfs","","","=""01/01/2010 23:45""",
"RIOMILCO","=""01/02/2010 00:00""","2.35","cfs","","","=""01/02/2010 23:45""",
"RIOMILCO","=""01/03/2010 00:00""","2.35","cfs","","","=""01/03/2010 23:45""",
"RIOMILCO","=""01/04/2010 00:00""","2.35","cfs","","","=""01/04/2010 23:45""",
"RIOMILCO","=""01/05/2010 00:00""","2.35","cfs","","","=""01/05/2010 23:45""",
"RIOMILCO","=""01/06/2010 00:00""","2.35","cfs","","","=""01/06/2010 23:45""",
"RIOMILCO","=""01/07/2010 00:00""","2.35","cfs","","","=""01/07/2010 23:45""",
"RIOMILCO","=""01/08/2010 00:00""","2.35","cfs","","","=""01/08/2010 23:45""",
"RIOMILCO","=""01/09/2010 00:00""","2.35","cfs","","","=""01/09/2010 23:45""",
"RIOMILCO","=""01/10/2010 00:00""","2.35","cfs","","","=""01/10/2010 23:45""",
"RIOMILCO","=""01/11/2010 00:00""","2.35","cfs","","","=""01/11/2010 23:45""",
"RIOMILCO","=""01/12/2010 00:00""","2.35","cfs","","","=""01/12/2010 23:45""",
"RIOMILCO","=""01/13/2010 00:00""","2.35","cfs","","","=""01/13/2010 23:45""",
"RIOMILCO","=""01/14/2010 00:00""","2.35","cfs","","","=""01/14/2010 23:45""",
"RIOMILCO","=""01/15/2010 00:00""","2.35","cfs","","","=""01/15/2010 23:45""",
"RIOMILCO","=""01/16/2010 00:00""","2.35","cfs","","","=""01/16/2010 23:45""",
"RIOMILCO","=""01/17/2010 00:00""","2.35","cfs","","","=""01/17/2010 23:45""",
"RIOMILCO","=""01/18/2010 00:00""","2.35","cfs","","","=""01/18/2010 23:45""",
"RIOMILCO","=""01/19/2010 00:00""","2.35","cfs","","","=""01/19/2010 23:45""",
"RIOMILCO","=""01/20/2010 00:00""","2.35","cfs","","","=""01/20/2010 23:45""",
"RIOMILCO","=""01/21/2010 00:00""","2.35","cfs","","","=""01/21/2010 23:45""",
"RIOMILCO","=""01/22/2010 00:00""","2.35","cfs","","","=""01/22/2010 23:45""",
"RIOMILCO","=""01/23/2010 00:00""","2.35","cfs","","","=""01/23/2010 23:45""",
"RIOMILCO","=""01/24/2010 00:00""","2.35","cfs","","","=""01/24/2010 23:45""",
"RIOMILCO","=""01/25/2010 00:00""","2.35","cfs","","","=""01/25/2010 23:45""",
"RIOMILCO","=""01/26/2010 00:00""","2.35","cfs","","","=""01/26/2010 23:45""",
"RIOMILCO","=""01/27/2010 00:00""","2.35","cfs","","","=""01/27/2010 23:45""",
"RIOMILCO","=""01/28/2010 00:00""","2.35","cfs","","","=""01/28/2010 23:45""",
"RIOMILCO","=""01/29/2010 00:00""","2.35","cfs","","","=""01/29/2010 23:45""",
"RIOMILCO","=""01/30/2010 00:00""","2.35","cfs","","","=""01/30/2010 23:45""",
"RIOMILCO","=""01/31/2010 00:00""","2.35","cfs","","","=""01/31/2010 23:45""",
"RIOMILCO","=""02/01/2010 00:00""","2.35","cfs","","","=""02/01/2010 23:45""",
"RIOMILCO","=""02/02/2010 00:00""","2.35","cfs","","","=""02/02/2010 23:45""",
"RIOMILCO","=""02/03/2010 00:00""","2.35","cfs","","","=""02/03/2010 23:45""",
"RIOMILCO","=""02/04/2010 00:00""","2.35","cfs","","","=""02/04/2010 23:45""",
"RIOMILCO","=""02/05/2010 00:00""","2.35","cfs","","","=""02/05/2010 23:45""",
"RIOMILCO","=""02/06/2010 00:00""","2.35","cfs","","","=""02/06/2010 23:45""",
"RIOMILCO","=""02/07/2010 00:00""","2.35","cfs","","","=""02/07/2010 23:45""",
"RIOMILCO","=""02/08/2010 00:00""","2.35","cfs","","","=""02/08/2010 23:45""",
"RIOMILCO","=""02/09/2010 00:00""","2.35","cfs","","","=""02/09/2010 23:45""",
"RIOMILCO","=""02/10/2010 00:00""","2.35","cfs","","","=""02/10/2010 23:45""",
"RIOMILCO","=""02/11/2010 00:00""","2.35","cfs","","","=""02/11/2010 23:45""",
"RIOMILCO","=""02/12/2010 00:00""","2.35","cfs","","","=""02/12/2010 23:45""",
"RIOMILCO","=""02/13/2010 00:00""","2.35","cfs","","","=""02/13/2010 23:45""",
"RIOMILCO","=""02/14/2010 00:00""","2.35","cfs","","","=""02/14/2010 23:45""",
"RIOMILCO","=""02/15/2010 00:00""","2.35","cfs","","","=""02/15/2010 23:45""",
"RIOMILCO","=""02/16/2010 00:00""","2.35","cfs","","","=""02/16/2010 23:45""",
"RIOMILCO","=""02/17/2010 00:00""","2.35","cfs","","","=""02/17/2010 23:45""",
"RIOMILCO","=""02/18/2010 00:00""","2.35","cfs","","","=""02/18/2010 23:45""",
"RIOMILCO","=""02/19/2010 00:00""","2.35","cfs","","","=""02/19/2010 23:45""",
"RIOMILCO","=""02/20/2010 00:00""","2.35","cfs","","","=""02/20/2010 23:45""",
"RIOMILCO","=""02/21/2010 00:00""","2.35","cfs","","","=""02/21/2010 23:45""",
"RIOMILCO","=""02/22/2010 00:00""","2.35","cfs","","","=""02/22/2010 23:45""",
"RIOMILCO","=""02/23/2010 00:00""","2.35","cfs","","","=""02/23/2010 23:45""",
"RIOMILCO","=""02/24/2010 00:00""","2.35","cfs","","","=""02/24/2010 23:45""",
"RIOMILCO","=""02/25/2010 00:00""","2.35","cfs","","","=""02/25/2010 23:45""",
"RIOMILCO","=""02/26/2010 00:00""","2.35","cfs","","","=""02/26/2010 23:45""",
"RIOMILCO","=""02/27/2010 00:00""","2.35","cfs","","","=""02/27/2010 23:45""",
"RIOMILCO","=""02/28/2010 00:00""","2.35","cfs","","","=""02/28/2010 23:45""",
"RIOMILCO","=""03/01/2010 00:00""","2.35","cfs","","","=""03/01/2010 23:45""",
"RIOMILCO","=""03/02/2010 00:00""","2.35","cfs","","","=""03/02/2010 23:45""",
"RIOMILCO","=""03/03/2010 00:00""","2.35","cfs","","","=""03/03/2010 23:45""",
"RIOMILCO","=""03/04/2010 00:00""","2.35","cfs","","","=""03/04/2010 23:45""",
"RIOMILCO","=""03/05/2010 00:00""","2.35","cfs","","","=""03/05/2010 23:45""",
"RIOMILCO","=""03/06/2010 00:00""","2.35","cfs","","","=""03/06/2010 23:45""",
"RIOMILCO","=""03/07/2010 00:00""","2.35","cfs","","","=""03/07/2010 23:45""",
"RIOMILCO","=""03/08/2010 00:00""","2.35","cfs","","","=""03/08/2010 23:45""",
"RIOMILCO","=""03/09/2010 00:00""","2.35","cfs","","","=""03/09/2010 23:45""",
"RIOMILCO","=""03/10/2010 00:00""","2.35","cfs","","","=""03/10/2010 23:45""",
"RIOMILCO","=""03/11/2010 00:00""","2.35","cfs","","","=""03/11/2010 23:45""",
"RIOMILCO","=""03/12/2010 00:00""","2.35","cfs","","","=""03/12/2010 23:45""",
"RIOMILCO","=""03/13/2010 00:00""","2.35","cfs","","","=""03/13/2010 23:45""",
"RIOMILCO","=""03/14/2010 00:00""","2.35","cfs","","","=""03/14/2010 23:45""",
"RIOMILCO","=""03/15/2010 00:00""","2.35","cfs","","","=""03/15/2010 23:45""",
"RIOMILCO","=""03/16/2010 00:00""","26.1","cfs","","","=""03/16/2010 23:45""",
"RIOMILCO","=""03/17/2010 00:00""","65.7","cfs","","","=""03/17/2010 23:45""",
"RIOMILCO","=""03/18/2010 00:00""","77","cfs","","","=""03/18/2010 23:45""",
"RIOMILCO","=""03/19/2010 00:00""","87.7","cfs","","","=""03/19/2010 23:45""",
"RIOMILCO","=""03/20/2010 00:00""","99.5","cfs","","","=""03/20/2010 23:45""",
"RIOMILCO","=""03/21/2010 00:00""","114","cfs","","","=""03/21/2010 23:45""",
"RIOMILCO","=""03/22/2010 00:00""","128","cfs","","","=""03/22/2010 23:45""",
"RIOMILCO","=""03/23/2010 00:00""","157","cfs","","","=""03/23/2010 23:45""",
"RIOMILCO","=""03/24/2010 00:00""","187","cfs","","","=""03/24/2010 23:45""",
"RIOMILCO","=""03/25/2010 00:00""","201","cfs","","","=""03/25/2010 23:45""",
"RIOMILCO","=""03/26/2010 00:00""","202","cfs","","","=""03/26/2010 23:45""",
"RIOMILCO","=""03/27/2010 00:00""","201","cfs","","","=""03/27/2010 23:45""",
"RIOMILCO","=""03/28/2010 00:00""","201","cfs","","","=""03/28/2010 23:45""",
"RIOMILCO","=""03/29/2010 00:00""","200","cfs","","","=""03/29/2010 23:45""",
"RIOMILCO","=""03/30/2010 00:00""","211","cfs","","","=""03/30/2010 23:45""",
"RIOMILCO","=""03/31/2010 00:00""","219","cfs","","","=""03/31/2010 23:45""",
"RIOMILCO","=""04/01/2010 00:00""","198","cfs","","","=""04/01/2010 23:45""",
"RIOMILCO","=""04/02/2010 00:00""","99.8","cfs","","","=""04/02/2010 23:45""",
"RIOMILCO","=""04/03/2010 00:00""","4.24","cfs","","","=""04/03/2010 23:45""",
"RIOMILCO","=""04/04/2010 00:00""","2.73","cfs","","","=""04/04/2010 23:45""",
"RIOMILCO","=""04/05/2010 00:00""","2.7","cfs","","","=""04/05/2010 23:45""",
"RIOMILCO","=""04/06/2010 00:00""","33.6","cfs","","","=""04/06/2010 23:45""",
"RIOMILCO","=""04/07/2010 00:00""","34.5","cfs","","","=""04/07/2010 23:45""",
"RIOMILCO","=""04/08/2010 00:00""","14.2","cfs","","","=""04/08/2010 23:45""",
"RIOMILCO","=""04/09/2010 00:00""","27.2","cfs","","","=""04/09/2010 23:45""",
"RIOMILCO","=""04/10/2010 00:00""","63.5","cfs","","","=""04/10/2010 23:45""",
"RIOMILCO","=""04/11/2010 00:00""","76.5","cfs","","","=""04/11/2010 23:45""",
"RIOMILCO","=""04/12/2010 00:00""","146","cfs","","","=""04/12/2010 23:45""",
"RIOMILCO","=""04/13/2010 00:00""","190","cfs","","","=""04/13/2010 23:45""",
"RIOMILCO","=""04/14/2010 00:00""","104","cfs","","","=""04/14/2010 23:45""",
"RIOMILCO","=""04/15/2010 00:00""","111","cfs","","","=""04/15/2010 23:45""",
"RIOMILCO","=""04/16/2010 00:00""","186","cfs","","","=""04/16/2010 23:15""",
"RIOMILCO","=""04/17/2010 00:00""","266","cfs","","","=""04/17/2010 23:45""",
"RIOMILCO","=""04/18/2010 00:00""","285","cfs","","","=""04/18/2010 23:45""",
"RIOMILCO","=""04/19/2010 00:00""","272","cfs","","","=""04/19/2010 23:45""",
"RIOMILCO","=""04/20/2010 00:00""","319","cfs","","","=""04/20/2010 23:45""",
"RIOMILCO","=""04/21/2010 00:00""","428","cfs","","","=""04/21/2010 23:45""",
"RIOMILCO","=""04/22/2010 00:00""","469","cfs","","","=""04/22/2010 23:45""",
"RIOMILCO","=""04/23/2010 00:00""","341","cfs","","","=""04/23/2010 23:45""",
"RIOMILCO","=""04/24/2010 00:00""","237","cfs","","","=""04/24/2010 23:45""",
"RIOMILCO","=""04/25/2010 00:00""","193","cfs","","","=""04/25/2010 23:45""",
"RIOMILCO","=""04/26/2010 00:00""","182","cfs","","","=""04/26/2010 23:45""",
"RIOMILCO","=""04/27/2010 00:00""","195","cfs","","","=""04/27/2010 23:45""",
"RIOMILCO","=""04/28/2010 00:00""","272","cfs","","","=""04/28/2010 23:45""",
"RIOMILCO","=""04/29/2010 00:00""","312","cfs","","","=""04/29/2010 23:45""",
"RIOMILCO","=""04/30/2010 00:00""","239","cfs","","","=""04/30/2010 23:45""",
"RIOMILCO","=""05/01/2010 00:00""","166","cfs","","","=""05/01/2010 23:45""",
"RIOMILCO","=""05/02/2010 00:00""","141","cfs","","","=""05/02/2010 23:45""",
"RIOMILCO","=""05/03/2010 00:00""","99.7","cfs","","","=""05/03/2010 23:45""",
"RIOMILCO","=""05/04/2010 00:00""","82.5","cfs","","","=""05/04/2010 23:45""",
"RIOMILCO","=""05/05/2010 00:00""","278","cfs","","","=""05/05/2010 23:45""",
"RIOMILCO","=""05/06/2010 00:00""","461","cfs","","","=""05/06/2010 23:45""",
"RIOMILCO","=""05/07/2010 00:00""","436","cfs","","","=""05/07/2010 23:45""",
"RIOMILCO","=""05/08/2010 00:00""","405","cfs","","","=""05/08/2010 23:45""",
"RIOMILCO","=""05/09/2010 00:00""","600","cfs","","","=""05/09/2010 23:45""",
"RIOMILCO","=""05/10/2010 00:00""","699","cfs","","","=""05/10/2010 23:45""",
"RIOMILCO","=""05/11/2010 00:00""","708","cfs","","","=""05/11/2010 23:45""",
"RIOMILCO","=""05/12/2010 00:00""","583","cfs","","","=""05/12/2010 23:45""",
"RIOMILCO","=""05/13/2010 00:00""","448","cfs","","","=""05/13/2010 23:45""",
"RIOMILCO","=""05/14/2010 00:00""","387","cfs","","","=""05/14/2010 23:45""",
"RIOMILCO","=""05/15/2010 00:00""","425","cfs","","","=""05/15/2010 23:45""",
"RIOMILCO","=""05/16/2010 00:00""","522","cfs","","","=""05/16/2010 23:45""",
"RIOMILCO","=""05/17/2010 00:00""","912","cfs","","","=""05/17/2010 23:45""",
"RIOMILCO","=""05/18/2010 00:00""","1110","cfs","","","=""05/18/2010 23:45""",
"RIOMILCO","=""05/19/2010 00:00""","768","cfs","","","=""05/19/2010 23:45""",
"RIOMILCO","=""05/20/2010 00:00""","461","cfs","","","=""05/20/2010 23:45""",
"RIOMILCO","=""05/21/2010 00:00""","668","cfs","","","=""05/21/2010 23:45""",
"RIOMILCO","=""05/22/2010 00:00""","1030","cfs","","","=""05/22/2010 23:45""",
"RIOMILCO","=""05/23/2010 00:00""","948","cfs","","","=""05/23/2010 23:45""",
"RIOMILCO","=""05/24/2010 00:00""","726","cfs","","","=""05/24/2010 23:45""",
"RIOMILCO","=""05/25/2010 00:00""","419","cfs","","","=""05/25/2010 23:45""",
"RIOMILCO","=""05/26/2010 00:00""","344","cfs","","","=""05/26/2010 23:45""",
"RIOMILCO","=""05/27/2010 00:00""","726","cfs","","","=""05/27/2010 23:45""",
"RIOMILCO","=""05/28/2010 00:00""","1080","cfs","","","=""05/28/2010 23:45""",
"RIOMILCO","=""05/29/2010 00:00""","1180","cfs","","","=""05/29/2010 23:45""",
"RIOMILCO","=""05/30/2010 00:00""","1180","cfs","","","=""05/30/2010 23:45""",
"RIOMILCO","=""05/31/2010 00:00""","1140","cfs","","","=""05/31/2010 23:45""",
"RIOMILCO","=""06/01/2010 00:00""","1090","cfs","","","=""06/01/2010 23:45""",
"RIOMILCO","=""06/02/2010 00:00""","1010","cfs","","","=""06/02/2010 23:45""",
"RIOMILCO","=""06/03/2010 00:00""","871","cfs","","","=""06/03/2010 23:45""",
"RIOMILCO","=""06/04/2010 00:00""","799","cfs","","","=""06/04/2010 23:45""",
"RIOMILCO","=""06/05/2010 00:00""","1010","cfs","","","=""06/05/2010 23:45""",
"RIOMILCO","=""06/06/2010 00:00""","1140","cfs","","","=""06/06/2010 23:45""",
"RIOMILCO","=""06/07/2010 00:00""","1150","cfs","","","=""06/07/2010 23:45""",
"RIOMILCO","=""06/08/2010 00:00""","1040","cfs","","","=""06/08/2010 23:45""",
"RIOMILCO","=""06/09/2010 00:00""","963","cfs","","","=""06/09/2010 23:45""",
"RIOMILCO","=""06/10/2010 00:00""","944","cfs","","","=""06/10/2010 23:45""",
"RIOMILCO","=""06/11/2010 00:00""","815","cfs","","","=""06/11/2010 23:45""",
"RIOMILCO","=""06/12/2010 00:00""","692","cfs","","","=""06/12/2010 23:45""",
"RIOMILCO","=""06/13/2010 00:00""","434","cfs","","","=""06/13/2010 23:45""",
"RIOMILCO","=""06/14/2010 00:00""","184","cfs","","","=""06/14/2010 23:45""",
"RIOMILCO","=""06/15/2010 00:00""","163","cfs","","","=""06/15/2010 23:45""",
"RIOMILCO","=""06/16/2010 00:00""","331","cfs","","","=""06/16/2010 23:45""",
"RIOMILCO","=""06/17/2010 00:00""","386","cfs","","","=""06/17/2010 23:45""",
"RIOMILCO","=""06/18/2010 00:00""","314","cfs","","","=""06/18/2010 23:45""",
"RIOMILCO","=""06/19/2010 00:00""","259","cfs","","","=""06/19/2010 23:45""",
"RIOMILCO","=""06/20/2010 00:00""","231","cfs","","","=""06/20/2010 23:45""",
"RIOMILCO","=""06/21/2010 00:00""","226","cfs","","","=""06/21/2010 23:45""",
"RIOMILCO","=""06/22/2010 00:00""","210","cfs","","","=""06/22/2010 23:45""",
"RIOMILCO","=""06/23/2010 00:00""","200","cfs","","","=""06/23/2010 23:45""",
"RIOMILCO","=""06/24/2010 00:00""","193","cfs","","","=""06/24/2010 23:45""",
"RIOMILCO","=""06/25/2010 00:00""","206","cfs","","","=""06/25/2010 23:45""",
"RIOMILCO","=""06/26/2010 00:00""","224","cfs","","","=""06/26/2010 23:45""",
"RIOMILCO","=""06/27/2010 00:00""","202","cfs","","","=""06/27/2010 23:45""",
"RIOMILCO","=""06/28/2010 00:00""","179","cfs","","","=""06/28/2010 23:45""",
"RIOMILCO","=""06/29/2010 00:00""","175","cfs","","","=""06/29/2010 23:45""",
"RIOMILCO","=""06/30/2010 00:00""","163","cfs","","","=""06/30/2010 23:45""",
"RIOMILCO","=""07/01/2010 00:00""","169","cfs","","","=""07/01/2010 23:45""",
"RIOMILCO","=""07/02/2010 00:00""","162","cfs","","","=""07/02/2010 23:45""",
"RIOMILCO","=""07/03/2010 00:00""","164","cfs","","","=""07/03/2010 23:45""",
"RIOMILCO","=""07/04/2010 00:00""","180","cfs","","","=""07/04/2010 23:45""",
"RIOMILCO","=""07/05/2010 00:00""","159","cfs","","","=""07/05/2010 23:45""",
"RIOMILCO","=""07/06/2010 00:00""","126","cfs","","","=""07/06/2010 23:45""",
"RIOMILCO","=""07/07/2010 00:00""","80.1","cfs","","","=""07/07/2010 23:45""",
"RIOMILCO","=""07/08/2010 00:00""","80.6","cfs","","","=""07/08/2010 23:45""",
"RIOMILCO","=""07/09/2010 00:00""","113","cfs","","","=""07/09/2010 23:45""",
"RIOMILCO","=""07/10/2010 00:00""","126","cfs","","","=""07/10/2010 23:45""",
"RIOMILCO","=""07/11/2010 00:00""","143","cfs","","","=""07/11/2010 23:45""",
"RIOMILCO","=""07/12/2010 00:00""","114","cfs","","","=""07/12/2010 23:45""",
"RIOMILCO","=""07/13/2010 00:00""","80.5","cfs","","","=""07/13/2010 23:45""",
"RIOMILCO","=""07/14/2010 00:00""","74.2","cfs","","","=""07/14/2010 23:45""",
"RIOMILCO","=""07/15/2010 00:00""","74.4","cfs","","","=""07/15/2010 23:45""",
"RIOMILCO","=""07/16/2010 00:00""","74.5","cfs","","","=""07/16/2010 23:45""",
"RIOMILCO","=""07/17/2010 00:00""","69.4","cfs","","","=""07/17/2010 23:45""",
"RIOMILCO","=""07/18/2010 00:00""","66.9","cfs","","","=""07/18/2010 23:45""",
"RIOMILCO","=""07/19/2010 00:00""","62.2","cfs","","","=""07/19/2010 23:45""",
"RIOMILCO","=""07/20/2010 00:00""","62.6","cfs","","","=""07/20/2010 23:45""",
"RIOMILCO","=""07/21/2010 00:00""","79.6","cfs","","","=""07/21/2010 23:45""",
"RIOMILCO","=""07/22/2010 00:00""","103","cfs","","","=""07/22/2010 23:45""",
"RIOMILCO","=""07/23/2010 00:00""","129","cfs","","","=""07/23/2010 23:45""",
"RIOMILCO","=""07/24/2010 00:00""","114","cfs","","","=""07/24/2010 23:45""",
"RIOMILCO","=""07/25/2010 00:00""","92.2","cfs","","","=""07/25/2010 23:45""",
"RIOMILCO","=""07/26/2010 00:00""","88.5","cfs","","","=""07/26/2010 23:45""",
"RIOMILCO","=""07/27/2010 00:00""","84.7","cfs","","","=""07/27/2010 23:45""",
"RIOMILCO","=""07/28/2010 00:00""","82.5","cfs","","","=""07/28/2010 23:45""",
"RIOMILCO","=""07/29/2010 00:00""","89.8","cfs","","","=""07/29/2010 23:45""",
