abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"RIOMILCO","=""10/19/1997 00:00""","269","cfs","","","=""10/19/1997 23:45""",
"RIOMILCO","=""10/20/1997 00:00""","257","cfs","","","=""10/20/1997 23:45""",
"RIOMILCO","=""10/21/1997 00:00""","242","cfs","","","=""10/21/1997 23:45""",
"RIOMILCO","=""10/22/1997 00:00""","226","cfs","","","=""10/22/1997 23:45""",
"RIOMILCO","=""10/23/1997 00:00""","210","cfs","","","=""10/23/1997 23:45""",
"RIOMILCO","=""10/24/1997 00:00""","198","cfs","","","=""10/24/1997 23:45""",
"RIOMILCO","=""10/25/1997 00:00""","184","cfs","","","=""10/25/1997 23:45""",
"RIOMILCO","=""10/26/1997 00:00""","176","cfs","","","=""10/26/1997 23:45""",
"RIOMILCO","=""10/27/1997 00:00""","181","cfs","","","=""10/27/1997 23:45""",
"RIOMILCO","=""10/28/1997 00:00""","182","cfs","","","=""10/28/1997 23:45""",
"RIOMILCO","=""10/29/1997 00:00""","178","cfs","","","=""10/29/1997 23:45""",
"RIOMILCO","=""10/30/1997 00:00""","170","cfs","","","=""10/30/1997 23:45""",
"RIOMILCO","=""10/31/1997 00:00""","161","cfs","","","=""10/31/1997 23:45""",
"RIOMILCO","=""11/01/1997 00:00""","150","cfs","","","=""11/01/1997 23:45""",
"RIOMILCO","=""11/02/1997 00:00""","123","cfs","","","=""11/02/1997 23:45""",
"RIOMILCO","=""11/03/1997 00:00""","122","cfs","","","=""11/03/1997 23:45""",
"RIOMILCO","=""11/04/1997 00:00""","125","cfs","","","=""11/04/1997 23:45""",
"RIOMILCO","=""11/05/1997 00:00""","119","cfs","","","=""11/05/1997 23:45""",
"RIOMILCO","=""11/06/1997 00:00""","113","cfs","","","=""11/06/1997 23:45""",
"RIOMILCO","=""11/07/1997 00:00""","108","cfs","","","=""11/07/1997 23:45""",
"RIOMILCO","=""11/08/1997 00:00""","102","cfs","","","=""11/08/1997 23:45""",
"RIOMILCO","=""11/09/1997 00:00""","103","cfs","","","=""11/09/1997 23:45""",
"RIOMILCO","=""11/10/1997 00:00""","102","cfs","","","=""11/10/1997 23:45""",
"RIOMILCO","=""11/11/1997 00:00""","98.9","cfs","","","=""11/11/1997 23:45""",
"RIOMILCO","=""11/12/1997 00:00""","97.8","cfs","","","=""11/12/1997 23:45""",
"RIOMILCO","=""11/13/1997 00:00""","96.1","cfs","","","=""11/13/1997 23:45""",
"RIOMILCO","=""11/14/1997 00:00""","90.7","cfs","","","=""11/14/1997 23:45""",
"RIOMILCO","=""11/15/1997 00:00""","61.4","cfs","","","=""11/15/1997 23:45""",
"RIOMILCO","=""11/16/1997 00:00""","59.9","cfs","","","=""11/16/1997 23:45""",
"RIOMILCO","=""11/17/1997 00:00""","65.5","cfs","","","=""11/17/1997 23:45""",
"RIOMILCO","=""11/18/1997 00:00""","56.4","cfs","","","=""11/18/1997 23:45""",
"RIOMILCO","=""11/19/1997 00:00""","46.1","cfs","","","=""11/19/1997 23:45""",
"RIOMILCO","=""11/20/1997 00:00""","67.7","cfs","","","=""11/20/1997 23:45""",
"RIOMILCO","=""11/21/1997 00:00""","47.7","cfs","","","=""11/21/1997 23:45""",
"RIOMILCO","=""11/22/1997 00:00""","114","cfs","","","=""11/22/1997 23:45""",
"RIOMILCO","=""11/23/1997 00:00""","154","cfs","","","=""11/23/1997 23:45""",
"RIOMILCO","=""11/24/1997 00:00""","75.4","cfs","","","=""11/24/1997 23:45""",
"RIOMILCO","=""11/25/1997 00:00""","59.2","cfs","","","=""11/25/1997 23:45""",
"RIOMILCO","=""11/26/1997 00:00""","51.8","cfs","","","=""11/26/1997 23:45""",
"RIOMILCO","=""11/27/1997 00:00""","55.8","cfs","","*","=""11/27/1997 23:45""",
"RIOMILCO","=""11/28/1997 00:00""","71.1","cfs","","","=""11/28/1997 23:45""",
"RIOMILCO","=""11/29/1997 00:00""","122","cfs","","","=""11/29/1997 23:45""",
"RIOMILCO","=""11/30/1997 00:00""","115","cfs","","","=""11/30/1997 23:45""",
"RIOMILCO","=""12/01/1997 00:00""","33.5","cfs","","","=""12/01/1997 23:45""",
"RIOMILCO","=""12/02/1997 00:00""","5.26","cfs","","","=""12/02/1997 23:45""",
"RIOMILCO","=""12/03/1997 00:00""","4.5","cfs","","","=""12/03/1997 23:45""",
"RIOMILCO","=""12/04/1997 00:00""","33.3","cfs","","","=""12/04/1997 23:45""",
"RIOMILCO","=""12/05/1997 00:00""","202","cfs","","","=""12/05/1997 23:45""",
"RIOMILCO","=""12/06/1997 00:00""","336","cfs","","","=""12/06/1997 23:45""",
"RIOMILCO","=""12/07/1997 00:00""","342","cfs","","","=""12/07/1997 23:45""",
"RIOMILCO","=""12/08/1997 00:00""","342","cfs","","","=""12/08/1997 23:45""",
"RIOMILCO","=""12/09/1997 00:00""","342","cfs","","","=""12/09/1997 23:45""",
"RIOMILCO","=""12/10/1997 00:00""","342","cfs","","","=""12/10/1997 23:45""",
"RIOMILCO","=""12/11/1997 00:00""","342","cfs","","","=""12/11/1997 23:45""",
"RIOMILCO","=""12/12/1997 00:00""","342","cfs","","","=""12/12/1997 23:45""",
"RIOMILCO","=""12/13/1997 00:00""","342","cfs","","","=""12/13/1997 23:45""",
"RIOMILCO","=""12/14/1997 00:00""","343","cfs","","","=""12/14/1997 23:45""",
"RIOMILCO","=""12/15/1997 00:00""","342","cfs","","","=""12/15/1997 23:45""",
"RIOMILCO","=""12/16/1997 00:00""","342","cfs","","","=""12/16/1997 23:45""",
"RIOMILCO","=""12/17/1997 00:00""","342","cfs","","","=""12/17/1997 23:45""",
"RIOMILCO","=""12/18/1997 00:00""","342","cfs","","","=""12/18/1997 23:45""",
"RIOMILCO","=""12/19/1997 00:00""","342","cfs","","","=""12/19/1997 23:45""",
"RIOMILCO","=""12/20/1997 00:00""","342","cfs","","","=""12/20/1997 23:45""",
"RIOMILCO","=""12/21/1997 00:00""","342","cfs","","","=""12/21/1997 23:45""",
"RIOMILCO","=""12/22/1997 00:00""","342","cfs","","","=""12/22/1997 23:45""",
"RIOMILCO","=""12/23/1997 00:00""","178","cfs","","*","=""12/23/1997 23:45""",
"RIOMILCO","=""12/24/1997 00:00""","0","cfs","","b","=""12/24/1997 23:45""",
"RIOMILCO","=""12/25/1997 00:00""","0","cfs","","b","=""12/25/1997 23:45""",
"RIOMILCO","=""12/26/1997 00:00""","0","cfs","","b","=""12/26/1997 23:45""",
"RIOMILCO","=""12/27/1997 00:00""","0","cfs","","b","=""12/27/1997 23:45""",
"RIOMILCO","=""12/28/1997 00:00""","0","cfs","","b","=""12/28/1997 23:45""",
"RIOMILCO","=""12/29/1997 00:00""","0","cfs","","b","=""12/29/1997 23:45""",
"RIOMILCO","=""12/30/1997 00:00""","0","cfs","","b","=""12/30/1997 23:45""",
"RIOMILCO","=""12/31/1997 00:00""","0","cfs","","b","=""12/31/1997 23:45""",
"RIOMILCO","=""01/01/1998 00:00""","0","cfs","","b","=""01/01/1998 23:45""",
"RIOMILCO","=""01/02/1998 00:00""","0","cfs","","b","=""01/02/1998 23:45""",
"RIOMILCO","=""01/03/1998 00:00""","0","cfs","","b","=""01/03/1998 23:45""",
"RIOMILCO","=""01/04/1998 00:00""","0","cfs","","b","=""01/04/1998 23:45""",
"RIOMILCO","=""01/05/1998 00:00""","0","cfs","","b","=""01/05/1998 23:45""",
"RIOMILCO","=""01/06/1998 00:00""","0","cfs","","b","=""01/06/1998 23:45""",
"RIOMILCO","=""01/07/1998 00:00""","0","cfs","","*","=""01/07/1998 23:45""",
"RIOMILCO","=""01/08/1998 00:00""","0","cfs","","b","=""01/08/1998 23:45""",
"RIOMILCO","=""01/09/1998 00:00""","0","cfs","","b","=""01/09/1998 23:45""",
"RIOMILCO","=""01/10/1998 00:00""","0","cfs","","b","=""01/10/1998 23:45""",
"RIOMILCO","=""01/11/1998 00:00""","0","cfs","","b","=""01/11/1998 23:45""",
"RIOMILCO","=""01/12/1998 00:00""","0","cfs","","b","=""01/12/1998 23:45""",
"RIOMILCO","=""01/13/1998 00:00""","0","cfs","","b","=""01/13/1998 23:45""",
"RIOMILCO","=""01/14/1998 00:00""","0","cfs","","b","=""01/14/1998 23:45""",
"RIOMILCO","=""01/15/1998 00:00""","0","cfs","","b","=""01/15/1998 23:45""",
"RIOMILCO","=""01/16/1998 00:00""","0","cfs","","b","=""01/16/1998 23:45""",
"RIOMILCO","=""01/17/1998 00:00""","0","cfs","","b","=""01/17/1998 23:45""",
"RIOMILCO","=""01/18/1998 00:00""","0","cfs","","b","=""01/18/1998 23:45""",
"RIOMILCO","=""01/19/1998 00:00""","0","cfs","","b","=""01/19/1998 23:45""",
"RIOMILCO","=""01/20/1998 00:00""","0","cfs","","b","=""01/20/1998 23:45""",
"RIOMILCO","=""01/21/1998 00:00""","0","cfs","","b","=""01/21/1998 23:45""",
"RIOMILCO","=""01/22/1998 00:00""","0","cfs","","b","=""01/22/1998 23:45""",
"RIOMILCO","=""01/23/1998 00:00""","0","cfs","","b","=""01/23/1998 23:45""",
"RIOMILCO","=""01/24/1998 00:00""","0","cfs","","*","=""01/24/1998 23:45""",
"RIOMILCO","=""01/25/1998 00:00""","0","cfs","","b","=""01/25/1998 23:45""",
"RIOMILCO","=""01/26/1998 00:00""","0","cfs","","*","=""01/26/1998 23:45""",
"RIOMILCO","=""01/27/1998 00:00""","0","cfs","","b","=""01/27/1998 23:45""",
"RIOMILCO","=""01/28/1998 00:00""","0","cfs","","b","=""01/28/1998 23:45""",
"RIOMILCO","=""01/29/1998 00:00""","0","cfs","","b","=""01/29/1998 23:45""",
"RIOMILCO","=""01/30/1998 00:00""","0","cfs","","b","=""01/30/1998 23:45""",
"RIOMILCO","=""01/31/1998 00:00""","0","cfs","","b","=""01/31/1998 23:45""",
"RIOMILCO","=""02/01/1998 00:00""","0","cfs","","b","=""02/01/1998 23:45""",
"RIOMILCO","=""02/02/1998 00:00""","0","cfs","","b","=""02/02/1998 23:45""",
"RIOMILCO","=""02/03/1998 00:00""","0","cfs","","b","=""02/03/1998 23:45""",
"RIOMILCO","=""02/04/1998 00:00""","0","cfs","","b","=""02/04/1998 23:45""",
"RIOMILCO","=""02/05/1998 00:00""","0","cfs","","b","=""02/05/1998 23:45""",
"RIOMILCO","=""02/06/1998 00:00""","0","cfs","","b","=""02/06/1998 23:45""",
"RIOMILCO","=""02/07/1998 00:00""","0","cfs","","b","=""02/07/1998 23:45""",
"RIOMILCO","=""02/08/1998 00:00""","0","cfs","","b","=""02/08/1998 23:45""",
"RIOMILCO","=""02/09/1998 00:00""","0","cfs","","b","=""02/09/1998 23:45""",
"RIOMILCO","=""02/10/1998 00:00""","0","cfs","","b","=""02/10/1998 23:45""",
"RIOMILCO","=""02/11/1998 00:00""","0","cfs","","b","=""02/11/1998 23:45""",
"RIOMILCO","=""02/12/1998 00:00""","0","cfs","","b","=""02/12/1998 23:45""",
"RIOMILCO","=""02/13/1998 00:00""","0","cfs","","b","=""02/13/1998 23:45""",
"RIOMILCO","=""02/14/1998 00:00""","0","cfs","","b","=""02/14/1998 23:45""",
"RIOMILCO","=""02/15/1998 00:00""","0","cfs","","b","=""02/15/1998 23:45""",
"RIOMILCO","=""02/16/1998 00:00""","0","cfs","","b","=""02/16/1998 23:45""",
"RIOMILCO","=""02/17/1998 00:00""","0","cfs","","b","=""02/17/1998 23:45""",
"RIOMILCO","=""02/18/1998 00:00""","0","cfs","","b","=""02/18/1998 23:45""",
"RIOMILCO","=""02/19/1998 00:00""","0","cfs","","b","=""02/19/1998 23:45""",
"RIOMILCO","=""02/20/1998 00:00""","0","cfs","","b","=""02/20/1998 23:45""",
"RIOMILCO","=""02/21/1998 00:00""","0","cfs","","b","=""02/21/1998 23:45""",
"RIOMILCO","=""02/22/1998 00:00""","0","cfs","","b","=""02/22/1998 23:45""",
"RIOMILCO","=""02/23/1998 00:00""","0","cfs","","b","=""02/23/1998 23:45""",
"RIOMILCO","=""02/24/1998 00:00""","0","cfs","","b","=""02/24/1998 23:45""",
"RIOMILCO","=""02/25/1998 00:00""","0","cfs","","b","=""02/25/1998 23:45""",
"RIOMILCO","=""02/26/1998 00:00""","0","cfs","","b","=""02/26/1998 23:45""",
"RIOMILCO","=""02/27/1998 00:00""","0","cfs","","b","=""02/27/1998 23:45""",
"RIOMILCO","=""02/28/1998 00:00""","0","cfs","","b","=""02/28/1998 23:45""",
"RIOMILCO","=""03/01/1998 00:00""","0","cfs","","b","=""03/01/1998 23:45""",
"RIOMILCO","=""03/02/1998 00:00""","0","cfs","","b","=""03/02/1998 23:45""",
"RIOMILCO","=""03/03/1998 00:00""","0","cfs","","b","=""03/03/1998 23:45""",
"RIOMILCO","=""03/04/1998 00:00""","0","cfs","","b","=""03/04/1998 23:45""",
"RIOMILCO","=""03/05/1998 00:00""","0","cfs","","b","=""03/05/1998 23:45""",
"RIOMILCO","=""03/06/1998 00:00""","0","cfs","","b","=""03/06/1998 23:45""",
"RIOMILCO","=""03/07/1998 00:00""","0","cfs","","b","=""03/07/1998 23:45""",
"RIOMILCO","=""03/08/1998 00:00""","0","cfs","","b","=""03/08/1998 23:45""",
"RIOMILCO","=""03/09/1998 00:00""","0","cfs","","b","=""03/09/1998 23:45""",
"RIOMILCO","=""03/10/1998 00:00""","0","cfs","","b","=""03/10/1998 23:45""",
"RIOMILCO","=""03/11/1998 00:00""","0","cfs","","b","=""03/11/1998 23:45""",
"RIOMILCO","=""03/12/1998 00:00""","0","cfs","","b","=""03/12/1998 23:45""",
"RIOMILCO","=""03/13/1998 00:00""","0","cfs","","b","=""03/13/1998 23:45""",
"RIOMILCO","=""03/14/1998 00:00""","0","cfs","","b","=""03/14/1998 23:45""",
"RIOMILCO","=""03/15/1998 00:00""","0","cfs","","b","=""03/15/1998 23:45""",
"RIOMILCO","=""03/16/1998 00:00""","0","cfs","","b","=""03/16/1998 23:45""",
"RIOMILCO","=""03/17/1998 00:00""","0","cfs","","b","=""03/17/1998 23:45""",
"RIOMILCO","=""03/18/1998 00:00""","0","cfs","","b","=""03/18/1998 23:45""",
"RIOMILCO","=""03/19/1998 00:00""","0","cfs","","b","=""03/19/1998 23:45""",
"RIOMILCO","=""03/20/1998 00:00""","0","cfs","","b","=""03/20/1998 23:45""",
"RIOMILCO","=""03/21/1998 00:00""","0","cfs","","b","=""03/21/1998 23:45""",
"RIOMILCO","=""03/22/1998 00:00""","0","cfs","","b","=""03/22/1998 23:45""",
"RIOMILCO","=""03/23/1998 00:00""","0","cfs","","b","=""03/23/1998 23:45""",
"RIOMILCO","=""03/24/1998 00:00""","0","cfs","","b","=""03/24/1998 23:45""",
"RIOMILCO","=""03/25/1998 00:00""","0","cfs","","b","=""03/25/1998 23:45""",
"RIOMILCO","=""03/26/1998 00:00""","0","cfs","","b","=""03/26/1998 23:45""",
"RIOMILCO","=""03/27/1998 00:00""","0","cfs","","b","=""03/27/1998 23:45""",
"RIOMILCO","=""03/28/1998 00:00""","0","cfs","","b","=""03/28/1998 23:45""",
"RIOMILCO","=""03/29/1998 00:00""","0","cfs","","b","=""03/29/1998 23:45""",
"RIOMILCO","=""03/30/1998 00:00""","0","cfs","","b","=""03/30/1998 23:45""",
"RIOMILCO","=""03/31/1998 00:00""","0","cfs","","b","=""03/31/1998 23:45""",
"RIOMILCO","=""04/01/1998 00:00""","0","cfs","","b","=""04/01/1998 23:45""",
"RIOMILCO","=""04/02/1998 00:00""","0","cfs","","b","=""04/02/1998 23:45""",
"RIOMILCO","=""04/03/1998 00:00""","2.28","cfs","","*","=""04/03/1998 23:45""",
"RIOMILCO","=""04/04/1998 00:00""","4.8","cfs","","","=""04/04/1998 23:45""",
"RIOMILCO","=""04/05/1998 00:00""","4.8","cfs","","","=""04/05/1998 23:45""",
"RIOMILCO","=""04/06/1998 00:00""","4.8","cfs","","","=""04/06/1998 23:45""",
"RIOMILCO","=""04/07/1998 00:00""","4.8","cfs","","","=""04/07/1998 23:45""",
"RIOMILCO","=""04/08/1998 00:00""","4.8","cfs","","","=""04/08/1998 23:45""",
"RIOMILCO","=""04/09/1998 00:00""","4.8","cfs","","","=""04/09/1998 23:45""",
"RIOMILCO","=""04/10/1998 00:00""","4.8","cfs","","","=""04/10/1998 23:45""",
"RIOMILCO","=""04/11/1998 00:00""","4.8","cfs","","","=""04/11/1998 23:45""",
"RIOMILCO","=""04/12/1998 00:00""","4.8","cfs","","","=""04/12/1998 23:45""",
"RIOMILCO","=""04/13/1998 00:00""","4.8","cfs","","","=""04/13/1998 23:45""",
"RIOMILCO","=""04/14/1998 00:00""","4.8","cfs","","","=""04/14/1998 23:45""",
"RIOMILCO","=""04/15/1998 00:00""","4.8","cfs","","","=""04/15/1998 23:45""",
"RIOMILCO","=""04/16/1998 00:00""","4.8","cfs","","","=""04/16/1998 23:45""",
"RIOMILCO","=""04/17/1998 00:00""","4.8","cfs","","","=""04/17/1998 23:45""",
"RIOMILCO","=""04/18/1998 00:00""","4.8","cfs","","","=""04/18/1998 23:45""",
"RIOMILCO","=""04/19/1998 00:00""","4.8","cfs","","","=""04/19/1998 23:45""",
"RIOMILCO","=""04/20/1998 00:00""","4.8","cfs","","","=""04/20/1998 23:45""",
"RIOMILCO","=""04/21/1998 00:00""","4.8","cfs","","","=""04/21/1998 23:45""",
"RIOMILCO","=""04/22/1998 00:00""","4.8","cfs","","","=""04/22/1998 23:45""",
"RIOMILCO","=""04/23/1998 00:00""","4.8","cfs","","","=""04/23/1998 23:45""",
"RIOMILCO","=""04/24/1998 00:00""","4.8","cfs","","","=""04/24/1998 23:45""",
"RIOMILCO","=""04/25/1998 00:00""","4.8","cfs","","","=""04/25/1998 23:45""",
"RIOMILCO","=""04/26/1998 00:00""","4.8","cfs","","","=""04/26/1998 23:45""",
"RIOMILCO","=""04/27/1998 00:00""","4.8","cfs","","","=""04/27/1998 23:45""",
"RIOMILCO","=""04/28/1998 00:00""","4.8","cfs","","","=""04/28/1998 23:45""",
"RIOMILCO","=""04/29/1998 00:00""","4.8","cfs","","","=""04/29/1998 23:45""",
"RIOMILCO","=""04/30/1998 00:00""","60.9","cfs","","","=""04/30/1998 23:45""",
"RIOMILCO","=""05/01/1998 00:00""","130","cfs","","","=""05/01/1998 23:45""",
"RIOMILCO","=""05/02/1998 00:00""","142","cfs","","","=""05/02/1998 23:45""",
"RIOMILCO","=""05/03/1998 00:00""","220","cfs","","","=""05/03/1998 23:45""",
"RIOMILCO","=""05/04/1998 00:00""","320","cfs","","","=""05/04/1998 23:45""",
"RIOMILCO","=""05/05/1998 00:00""","437","cfs","","","=""05/05/1998 23:45""",
"RIOMILCO","=""05/06/1998 00:00""","348","cfs","","","=""05/06/1998 23:45""",
"RIOMILCO","=""05/07/1998 00:00""","275","cfs","","","=""05/07/1998 23:45""",
"RIOMILCO","=""05/08/1998 00:00""","275","cfs","","","=""05/08/1998 23:45""",
"RIOMILCO","=""05/09/1998 00:00""","236","cfs","","","=""05/09/1998 23:45""",
"RIOMILCO","=""05/10/1998 00:00""","217","cfs","","","=""05/10/1998 23:45""",
"RIOMILCO","=""05/11/1998 00:00""","286","cfs","","","=""05/11/1998 23:45""",
"RIOMILCO","=""05/12/1998 00:00""","377","cfs","","","=""05/12/1998 23:45""",
"RIOMILCO","=""05/13/1998 00:00""","402","cfs","","","=""05/13/1998 23:45""",
"RIOMILCO","=""05/14/1998 00:00""","401","cfs","","","=""05/14/1998 23:45""",
"RIOMILCO","=""05/15/1998 00:00""","371","cfs","","","=""05/15/1998 23:45""",
"RIOMILCO","=""05/16/1998 00:00""","353","cfs","","","=""05/16/1998 23:45""",
"RIOMILCO","=""05/17/1998 00:00""","353","cfs","","","=""05/17/1998 23:45""",
"RIOMILCO","=""05/18/1998 00:00""","353","cfs","","","=""05/18/1998 23:45""",
"RIOMILCO","=""05/19/1998 00:00""","456","cfs","","","=""05/19/1998 23:45""",
"RIOMILCO","=""05/20/1998 00:00""","557","cfs","","","=""05/20/1998 23:45""",
"RIOMILCO","=""05/21/1998 00:00""","754","cfs","","","=""05/21/1998 23:45""",
"RIOMILCO","=""05/22/1998 00:00""","570","cfs","","","=""05/22/1998 23:45""",
"RIOMILCO","=""05/23/1998 00:00""","375","cfs","","","=""05/23/1998 23:45""",
"RIOMILCO","=""05/24/1998 00:00""","562","cfs","","","=""05/24/1998 23:45""",
"RIOMILCO","=""05/25/1998 00:00""","632","cfs","","","=""05/25/1998 23:45""",
"RIOMILCO","=""05/26/1998 00:00""","661","cfs","","","=""05/26/1998 23:45""",
"RIOMILCO","=""05/27/1998 00:00""","752","cfs","","","=""05/27/1998 23:45""",
"RIOMILCO","=""05/28/1998 00:00""","913","cfs","","","=""05/28/1998 23:45""",
"RIOMILCO","=""05/29/1998 00:00""","959","cfs","","","=""05/29/1998 23:45""",
"RIOMILCO","=""05/30/1998 00:00""","901","cfs","","","=""05/30/1998 23:45""",
"RIOMILCO","=""05/31/1998 00:00""","948","cfs","","","=""05/31/1998 23:45""",
"RIOMILCO","=""06/01/1998 00:00""","895","cfs","","","=""06/01/1998 23:45""",
"RIOMILCO","=""06/02/1998 00:00""","969","cfs","","","=""06/02/1998 23:45""",
"RIOMILCO","=""06/03/1998 00:00""","1050","cfs","","","=""06/03/1998 23:45""",
"RIOMILCO","=""06/04/1998 00:00""","943","cfs","","","=""06/04/1998 23:45""",
"RIOMILCO","=""06/05/1998 00:00""","680","cfs","","","=""06/05/1998 23:45""",
"RIOMILCO","=""06/06/1998 00:00""","763","cfs","","","=""06/06/1998 23:45""",
"RIOMILCO","=""06/07/1998 00:00""","759","cfs","","","=""06/07/1998 23:45""",
"RIOMILCO","=""06/08/1998 00:00""","704","cfs","","","=""06/08/1998 23:45""",
"RIOMILCO","=""06/09/1998 00:00""","641","cfs","","","=""06/09/1998 23:45""",
"RIOMILCO","=""06/10/1998 00:00""","769","cfs","","","=""06/10/1998 23:45""",
"RIOMILCO","=""06/11/1998 00:00""","761","cfs","","","=""06/11/1998 23:45""",
"RIOMILCO","=""06/12/1998 00:00""","542","cfs","","","=""06/12/1998 23:45""",
"RIOMILCO","=""06/13/1998 00:00""","429","cfs","","","=""06/13/1998 23:45""",
"RIOMILCO","=""06/14/1998 00:00""","665","cfs","","","=""06/14/1998 23:45""",
"RIOMILCO","=""06/15/1998 00:00""","837","cfs","","","=""06/15/1998 23:45""",
"RIOMILCO","=""06/16/1998 00:00""","876","cfs","","","=""06/16/1998 23:45""",
"RIOMILCO","=""06/17/1998 00:00""","870","cfs","","","=""06/17/1998 23:45""",
"RIOMILCO","=""06/18/1998 00:00""","870","cfs","","","=""06/18/1998 23:45""",
"RIOMILCO","=""06/19/1998 00:00""","835","cfs","","","=""06/19/1998 23:45""",
"RIOMILCO","=""06/20/1998 00:00""","732","cfs","","","=""06/20/1998 23:45""",
"RIOMILCO","=""06/21/1998 00:00""","687","cfs","","","=""06/21/1998 23:45""",
"RIOMILCO","=""06/22/1998 00:00""","690","cfs","","","=""06/22/1998 23:45""",
"RIOMILCO","=""06/23/1998 00:00""","690","cfs","","","=""06/23/1998 23:45""",
"RIOMILCO","=""06/24/1998 00:00""","690","cfs","","","=""06/24/1998 23:45""",
"RIOMILCO","=""06/25/1998 00:00""","603","cfs","","","=""06/25/1998 23:45""",
"RIOMILCO","=""06/26/1998 00:00""","551","cfs","","","=""06/26/1998 23:45""",
"RIOMILCO","=""06/27/1998 00:00""","603","cfs","","","=""06/27/1998 23:45""",
"RIOMILCO","=""06/28/1998 00:00""","613","cfs","","","=""06/28/1998 23:45""",
"RIOMILCO","=""06/29/1998 00:00""","600","cfs","","","=""06/29/1998 23:45""",
"RIOMILCO","=""06/30/1998 00:00""","550","cfs","","","=""06/30/1998 23:45""",
"RIOMILCO","=""07/01/1998 00:00""","492","cfs","","","=""07/01/1998 23:45""",
"RIOMILCO","=""07/02/1998 00:00""","467","cfs","","","=""07/02/1998 23:45""",
"RIOMILCO","=""07/03/1998 00:00""","437","cfs","","","=""07/03/1998 23:45""",
"RIOMILCO","=""07/04/1998 00:00""","419","cfs","","","=""07/04/1998 23:45""",
"RIOMILCO","=""07/05/1998 00:00""","419","cfs","","","=""07/05/1998 23:45""",
"RIOMILCO","=""07/06/1998 00:00""","419","cfs","","","=""07/06/1998 23:45""",
"RIOMILCO","=""07/07/1998 00:00""","419","cfs","","","=""07/07/1998 23:45""",
"RIOMILCO","=""07/08/1998 00:00""","419","cfs","","","=""07/08/1998 23:45""",
"RIOMILCO","=""07/09/1998 00:00""","451","cfs","","","=""07/09/1998 23:45""",
"RIOMILCO","=""07/10/1998 00:00""","489","cfs","","","=""07/10/1998 23:45""",
"RIOMILCO","=""07/11/1998 00:00""","487","cfs","","","=""07/11/1998 23:45""",
"RIOMILCO","=""07/12/1998 00:00""","467","cfs","","","=""07/12/1998 23:45""",
"RIOMILCO","=""07/13/1998 00:00""","451","cfs","","","=""07/13/1998 23:45""",
"RIOMILCO","=""07/14/1998 00:00""","392","cfs","","","=""07/14/1998 23:45""",
"RIOMILCO","=""07/15/1998 00:00""","303","cfs","","","=""07/15/1998 23:45""",
"RIOMILCO","=""07/16/1998 00:00""","252","cfs","","","=""07/16/1998 23:45""",
"RIOMILCO","=""07/17/1998 00:00""","210","cfs","","","=""07/17/1998 23:45""",
"RIOMILCO","=""07/18/1998 00:00""","179","cfs","","","=""07/18/1998 23:45""",
